lat,lon,population,elevation,snr_proxy,tower_height,tx_power_dbm,env,cluster,band,cov_radius_km
51.991868515121105,-8.474438887952555,716.4460105895996,128.0,0.6,31.4,23.0,rural,-1,3.5GHz,2.965765442199358
52.0684508286117,-8.285792678287455,702.4999542236328,50.0,0.6,27.5,23.0,rural,-1,3.5GHz,2.9606904185387304
51.9439379486627,-8.568761992785104,693.2857971191406,68.0,0.6,28.4,23.0,rural,-1,3.5GHz,2.968939051799329
52.32594866377744,-9.781487626346458,692.9235916137695,,0.4,,22.0,rural,-1,3.5GHz,2.943587589966133
51.867142387514605,-8.730458743926617,679.8234748840332,41.0,0.4,27.05,22.0,rural,-1,3.5GHz,2.973765446160957
52.27837639955389,-9.84886127265542,658.9043655395508,,0.4,,22.0,rural,-1,3.5GHz,2.9464986010247256
52.344963260638636,-8.97300387063889,650.854907989502,,0.4,,22.0,rural,-1,3.5GHz,2.9423222922416734
51.905556580588,-8.272317949025663,648.854736328125,3.0,0.4,25.15,22.0,rural,-1,3.5GHz,2.971478885896288
52.04931754564751,-8.716984014664824,646.9405117034912,239.0,0.8,36.95,24.0,rural,-1,3.5GHz,2.961958855639823
51.924751367073846,-8.622660909832273,640.5368957519531,55.0,0.6,27.75,23.0,rural,-1,3.5GHz,2.970208863969395
52.173537442662635,-8.460964158690762,639.4035034179688,52.0,0.6,27.6,23.0,rural,-1,3.5GHz,2.9537178405065276
52.11624818745999,-9.269447914398329,629.445707321167,233.0,0.8,36.65,24.0,rural,-1,3.5GHz,2.957520260156812
52.05888521154661,-9.94318437748797,622.8436851501465,13.0,0.4,25.65,22.0,rural,-1,3.5GHz,2.961388032840979
52.36396968315572,-8.676559826879444,596.7923736572266,,0.4,,22.0,rural,-1,3.5GHz,2.941057214641843
51.934345683395655,-9.148175351042193,591.0009574890137,115.0,0.6,30.75,23.0,rural,-1,3.5GHz,2.9695739316347427
52.08757591692878,-8.231893761240281,590.6906356811523,42.0,0.4,27.1,22.0,rural,-1,3.5GHz,2.95942219477075
52.11624818745999,-8.784357660973788,562.2432174682617,65.0,0.6,28.25,23.0,rural,-1,3.5GHz,2.957520260156857
52.240281782375185,-9.66021506299032,560.8411293029785,,0.4,,22.0,rural,-1,3.5GHz,2.9492841413279822
52.04931754564751,-8.31274213681104,558.9088306427002,95.0,0.6,29.75,23.0,rural,-1,3.5GHz,2.961958855639755
52.11624818745999,-9.511993041110598,558.5459671020508,94.0,0.6,29.7,23.0,rural,-1,3.5GHz,2.95752026015663
52.36396968315572,-8.460964158690762,553.7616863250732,,0.4,,22.0,rural,-1,3.5GHz,2.9410572146417757
52.10669281197843,-9.47156885332522,542.5205078125,147.0,0.6,32.35,23.0,rural,-1,3.5GHz,2.9581541848108674
52.25933318132105,-9.741063438561076,542.3906517028809,,0.4,,22.0,rural,-1,3.5GHz,2.9480178587859847
51.83831019481097,-8.231893761240281,537.7161254882812,-3.0,0.4,24.85,22.0,rural,-1,3.5GHz,2.902014655396946
52.06845082861171,-9.579366687419565,530.2894134521484,28.0,0.4,26.4,22.0,rural,-1,3.5GHz,2.960690418538764
52.097135388525686,-8.97300387063889,525.4959754943848,93.0,0.6,29.65,23.0,rural,-1,3.5GHz,2.9587881630351114
52.13535279520219,-9.700639250775703,509.74412918090815,60.0,0.6,28.0,23.0,rural,-1,3.5GHz,2.956252571794321
52.344963260638636,-8.757408202450202,505.763069152832,,0.4,,22.0,rural,-1,3.5GHz,2.9423222922417414
52.18307848720411,-8.366641053858212,503.39330673217773,48.0,0.4,27.4,22.0,rural,-1,3.5GHz,2.953084292493964
52.04931754564753,-9.444619394801634,501.03104400634766,92.0,0.6,29.6,23.0,rural,-1,3.5GHz,2.9619588556396974
51.905556580588,-8.48791361721435,17944.871337890625,79.0,0.6,28.95,23.0,rural,-1,26GHz,0.0
51.89595611008564,-8.474438887952555,14093.40478515625,5.0,0.4,25.25,22.0,rural,-1,26GHz,0.0
51.88635358785174,-8.48791361721435,11344.369384765625,22.0,0.4,26.1,22.0,rural,-1,26GHz,0.0
51.867142387514605,-8.434014700167175,10985.372802734375,36.0,0.4,26.8,22.0,rural,-1,26GHz,0.0
51.87674901371756,-8.447489429428968,9890.390991210938,7.0,0.4,25.35,22.0,rural,-1,26GHz,0.0
51.9151549995277,-8.474438887952555,9669.825561523438,19.0,0.4,25.95,22.0,rural,-1,26GHz,0.0
51.88635358785174,-8.59571145130869,9473.80517578125,29.0,0.4,26.45,22.0,rural,-1,26GHz,0.0
51.867142387514605,-8.40706524164359,9410.5791015625,82.0,0.6,29.1,23.0,rural,-1,26GHz,0.0
51.9151549995277,-8.447489429428968,9120.337890625,52.0,0.6,27.6,23.0,rural,-1,26GHz,0.0
51.89595611008564,-8.420539970905384,8321.5673828125,17.0,0.4,25.85,22.0,rural,-1,26GHz,0.0
51.924751367073846,-8.460964158690762,8233.681335449219,85.0,0.6,29.25,23.0,rural,-1,26GHz,0.0
51.88635358785174,-8.622660909832273,7907.93701171875,45.0,0.4,27.25,22.0,rural,-1,26GHz,0.0
51.934345683395655,-8.393590512381795,7816.9136962890625,62.0,0.6,28.1,23.0,rural,-1,26GHz,0.0
51.905556580588,-8.514863075737932,7492.082962036133,121.0,0.6,31.05,23.0,rural,-1,26GHz,0.0
51.89595611008564,-8.447489429428968,7407.3350830078125,4.0,0.4,25.2,22.0,rural,-1,26GHz,0.0
