lat,lon,population,elevation,snr,tower_height,tx_power_dbm,coverage_km,type,cluster
52.100976990527336,-8.245368490502077,736.5731663703918,47.0,0.4,27.35,22.0,2.37150055816192,Rural,-1
51.95738212057867,-8.380115783120003,735.8962326049805,55.0,0.6,27.75,23.0,2.789043019841543,Rural,-1
52.38678487084895,-9.59284141668136,734.4569206237793,,0.4,,22.0,2.07,Rural,-1
52.220287345078376,-8.818044484128274,733.1171779632568,,0.4,,22.0,2.07,Rural,-1
52.33927802840738,-9.660215062990321,716.1650428771973,,0.4,,22.0,2.07,Rural,-1
52.100976990527336,-9.255973185136536,713.6352915763855,181.0,0.8,34.05,24.0,3.2848689181113873,Rural,-1
52.267921959757885,-8.076934374729666,707.3160753250123,,0.4,,22.0,2.07,Rural,-1
52.36303783477683,-9.6939018861448,705.4832725524902,,0.4,,22.0,2.07,Rural,-1
52.100976990527336,-9.660215062990321,699.9713230133057,18.0,0.4,25.9,22.0,2.3551768372160637,Rural,-1
51.98134662469609,-8.27905531365656,693.0097026824951,165.0,0.8,33.25,24.0,3.2752662341643846,Rural,-1
52.196450858814494,-8.986478599900678,689.8041725158691,160.0,0.8,33.0,24.0,3.272217964086435,Rural,-1
52.38678487084895,-9.660215062990321,687.6904697418213,,0.4,,22.0,2.07,Rural,-1
52.22028734507836,-9.896022825071697,684.3943178653717,,0.4,,22.0,2.07,Rural,-1
52.00529831493134,-8.312742136811039,683.7614932060242,190.0,0.8,34.5,24.0,3.290171758418145,Rural,-1
51.909414660062176,-9.458094124063429,681.8210849761963,42.0,0.4,27.1,22.0,2.3687488107033396,Rural,-1
52.172601582951685,-9.15491271567309,673.7856893539429,167.0,0.8,33.35,24.0,3.276479129574888,Rural,-1
52.00529831493134,-8.64961036835586,670.3819704055786,187.0,0.8,34.35,24.0,3.288411869497879,Rural,-1
52.36303783477683,-9.828649178762735,670.1685552597046,,0.4,,22.0,2.07,Rural,-1
52.267921959757885,-8.818044484128274,666.3640213012695,,0.4,,22.0,2.07,Rural,-1
52.36303783477683,-9.15491271567309,657.1213126182556,,0.4,,22.0,2.07,Rural,-1
52.36303783477683,-9.28966000829102,657.0074100494385,,0.4,,22.0,2.07,Rural,-1
52.05316326443564,-9.390720477754465,656.5856266021729,127.0,0.6,31.35,23.0,2.8319524115850556,Rural,-1
52.00529831493134,-8.716984014664826,653.8016705513,168.0,0.8,33.4,24.0,3.2770842141347547,Rural,-1
52.172601582951685,-8.683297191510343,653.4793176651001,131.0,0.6,31.55,23.0,2.834189484499924,Rural,-1
52.1248646515249,-9.559154593526875,652.7339906692505,81.0,0.6,29.05,23.0,2.805148370748343,Rural,-1
51.8613959121873,-8.716984014664826,651.8505401611328,54.0,0.6,27.7,23.0,2.7884086129422037,Rural,-1
52.077076529063646,-9.76127553245377,651.8254432678223,21.0,0.4,26.05,22.0,2.3569073320685243,Rural,-1
52.148739514761985,-8.851731307282751,650.0489358901978,71.0,0.6,28.55,23.0,2.7990409511913126,Rural,-1
52.36303783477683,-9.76127553245377,649.5657081604004,,0.4,,22.0,2.07,Rural,-1
52.148739514761985,-8.582236722046897,649.4876823425293,58.0,0.6,27.9,23.0,2.7909394046516143,Rural,-1
52.29172009366629,-8.312742136811039,647.7224340438843,,0.4,,22.0,2.07,Rural,-1
52.05316326443565,-9.660215062990321,646.1822147369385,54.0,0.6,27.7,23.0,2.7884086129422037,Rural,-1
51.98134662469609,-8.346428959965522,645.7651405334473,138.0,0.6,31.9,23.0,2.838070453276317,Rural,-1
52.148739514761985,-9.660215062990321,645.2939071655273,107.0,0.6,30.35,23.0,2.820548543283134,Rural,-1
51.93340479991839,-8.818044484128274,639.2088356018066,148.0,0.6,32.4,23.0,2.8435414582673557,Rural,-1
51.98134662469609,-8.076934374729666,639.0945615768431,150.0,0.8,32.5,24.0,3.266051525710353,Rural,-1
52.1248646515249,-9.828649178762735,635.870388507843,2.0,0.4,25.1,22.0,2.345774867821916,Rural,-1
52.02923719395262,-9.424407300908948,635.7314829826355,85.0,0.6,29.25,23.0,2.8075619550387416,Rural,-1
51.98134662469609,-8.413802606274487,624.8892693519592,135.0,0.6,31.75,23.0,2.836412420998676,Rural,-1
52.100976990527336,-8.851731307282751,623.8476648330688,187.0,0.8,34.35,24.0,3.288411869497879,Rural,-1
52.22028734507836,-9.424407300908948,616.2475080490112,,0.4,,22.0,2.07,Rural,-1
51.909414660062176,-8.851731307282751,605.4425601959229,112.0,0.6,30.6,23.0,2.8234343554500803,Rural,-1
51.747630859330094,-8.74393347318841,3751.0107421875,39.0,0.4,26.95,22.0,2.3670855509707023,Urban,1
51.622226135161554,-8.892155495068131,3689.1507568359375,9.0,0.4,25.45,22.0,2.349924572804216,Urban,1
51.757262991768044,-8.730458743926617,2291.355438232422,73.0,0.6,28.65,23.0,2.800270947305761,Rural,1
51.86659002654712,-8.12900267551721,3407.29638671875,29.0,0.4,26.45,22.0,2.361473716696131,Urban,2
